customer_id,customer_type,first_transaction,last_transaction,transaction_count,total_amount,avg_amount
3427,premium,2023-01-22,2024-06-07,19,2238.98,117.84
3428,premium,2023-01-18,2024-09-20,18,2798.93,155.5
3429,regular,2023-01-29,2024-07-07,4,207.47,51.87
3430,premium,2023-01-21,2024-09-27,20,2913.02,145.65
3431,regular,2023-01-13,2024-05-12,5,85.99,17.2
3432,regular,2023-03-19,2023-10-05,6,407.73,67.95
3433,regular,2023-01-27,2024-11-06,8,458.13,57.27
3434,regular,2023-07-20,2024-06-04,7,461.49,65.93
3435,premium,2023-02-17,2024-08-12,16,1697.76,106.11
3436,premium,2023-01-22,2024-11-23,26,4535.48,174.44
3437,premium,2023-01-07,2024-10-26,21,3193.58,152.08
3438,regular,2023-02-05,2024-08-19,4,236.23,59.06
3439,premium,2023-01-31,2024-11-23,21,2515.79,119.8
3440,regular,2023-03-06,2024-10-31,4,197.61,49.4
3441,premium,2023-01-16,2024-11-16,20,2994.89,149.74
3442,regular,2023-04-04,2024-10-17,6,277.14,46.19
3443,premium,2023-01-23,2024-11-11,19,2639.45,138.92
3444,regular,2023-03-19,2024-08-13,5,302.38,60.48
3445,regular,2023-01-18,2024-08-21,10,840.46,84.05
3446,regular,2023-11-22,2024-02-14,4,237.83,59.46
3447,premium,2023-01-15,2024-10-24,20,2770.18,138.51
3448,regular,2023-03-24,2023-11-29,6,572.57,95.43
3449,regular,2023-02-06,2024-08-27,8,399.97,50.0
3450,premium,2023-02-05,2024-11-13,22,4319.89,196.36
3451,premium,2023-02-28,2024-10-22,17,2243.27,131.96
3452,premium,2023-04-19,2024-11-12,24,3968.62,165.36
3453,premium,2023-02-25,2024-07-16,18,2919.31,162.18
3454,vip,2023-01-02,2024-11-02,47,23948.51,509.54
3455,regular,2023-04-11,2024-11-19,6,300.66,50.11
3456,regular,2023-02-04,2024-07-08,4,214.51,53.63
3457,premium,2023-01-20,2024-11-09,16,2491.46,155.72
3458,regular,2023-06-12,2024-08-17,4,392.6,98.15
3459,premium,2023-01-14,2024-10-24,21,3811.79,181.51
3460,regular,2023-02-07,2024-06-17,4,134.44,33.61
3461,premium,2023-01-04,2024-10-16,21,3379.28,160.92
3462,premium,2023-03-24,2024-11-25,21,3526.67,167.94
3463,regular,2023-04-08,2024-07-13,6,320.58,53.43
3464,regular,2023-03-16,2024-08-21,5,108.28,21.66
3465,regular,2023-02-11,2024-10-20,6,276.2,46.03
3466,premium,2023-03-17,2024-09-29,17,2323.93,136.7
3467,regular,2023-04-09,2024-11-19,6,404.72,67.45
3468,regular,2023-02-16,2024-03-24,5,123.61,24.72
3469,premium,2023-02-17,2024-11-04,26,3169.73,121.91
3470,regular,2023-02-15,2024-07-31,8,209.65,26.21
3471,regular,2023-01-04,2024-10-27,5,370.53,74.11
3472,regular,2023-03-08,2024-10-12,6,320.1,53.35
3473,regular,2023-03-17,2024-09-24,7,317.06,45.29
3474,premium,2023-01-03,2024-09-12,23,3411.28,148.32
3475,regular,2023-07-12,2024-11-21,5,167.94,33.59
3476,regular,2023-01-19,2024-07-15,5,368.35,73.67
3477,vip,2023-01-24,2024-11-21,34,12230.1,359.71
3478,premium,2023-02-12,2024-10-16,21,3785.29,180.25
3479,regular,2023-03-03,2024-11-18,4,126.5,31.63
3480,regular,2023-01-28,2024-08-23,8,331.2,41.4
3481,regular,2023-04-20,2024-11-16,6,182.47,30.41
3482,regular,2023-09-08,2024-11-13,6,342.37,57.06
3483,premium,2023-03-16,2024-11-20,24,3297.14,137.38
3484,premium,2023-02-03,2024-11-03,17,2289.09,134.65
3485,regular,2023-01-18,2024-10-01,6,265.54,44.26
3486,regular,2023-04-12,2024-11-06,8,392.16,49.02
3487,regular,2023-02-01,2023-12-31,4,243.78,60.95
3488,premium,2023-02-22,2024-11-06,17,1562.73,91.93
3489,regular,2023-02-16,2024-04-23,5,130.04,26.01
3490,premium,2023-02-02,2024-10-07,22,3253.65,147.89
3491,regular,2023-05-02,2024-09-13,7,456.83,65.26
3492,regular,2023-05-27,2024-10-31,3,161.48,53.83
3493,regular,2023-05-02,2024-08-08,4,244.92,61.23
3494,regular,2023-02-02,2024-11-25,7,588.82,84.12
3495,regular,2023-04-09,2024-05-03,6,271.53,45.26
3496,premium,2023-02-24,2024-11-17,15,3132.26,208.82
3497,regular,2023-02-27,2024-10-19,10,621.16,62.12
3498,premium,2023-03-08,2024-11-05,15,3250.2,216.68
3499,premium,2023-01-11,2024-11-14,19,3049.07,160.48
3500,regular,2023-07-17,2024-11-22,4,235.85,58.96
3501,regular,2023-09-19,2024-10-30,5,114.62,22.92
3502,regular,2023-02-02,2024-08-20,5,332.15,66.43
3503,regular,2023-06-20,2024-09-08,7,400.26,57.18
3504,regular,2024-02-14,2024-10-24,3,138.83,46.28
3505,regular,2023-10-31,2024-10-01,5,218.15,43.63
3506,regular,2023-04-08,2024-03-04,3,179.51,59.84
3507,regular,2023-05-06,2024-11-14,7,342.65,48.95
3508,regular,2023-02-27,2024-08-08,5,401.07,80.21
3509,regular,2023-04-30,2024-09-05,4,268.29,67.07
3510,regular,2023-05-10,2024-09-28,5,161.66,32.33
3511,regular,2023-02-25,2024-06-05,6,346.74,57.79
3512,regular,2023-01-25,2024-05-06,5,370.58,74.12
3513,regular,2023-09-10,2024-08-26,10,851.98,85.2
3514,regular,2023-03-20,2024-03-22,3,333.45,111.15
3515,regular,2023-02-01,2024-07-07,9,649.5,72.17
3516,vip,2023-01-16,2024-09-25,51,29397.29,576.42
3517,regular,2023-05-31,2024-11-07,8,371.82,46.48
3518,premium,2023-01-24,2024-11-12,25,3112.69,124.51
3519,regular,2023-04-03,2024-11-23,8,342.72,42.84
3520,regular,2023-11-17,2023-11-17,1,31.53,31.53
3521,regular,2023-02-25,2024-05-16,5,321.06,64.21
3522,regular,2023-03-16,2024-06-29,10,658.21,65.82
3523,regular,2023-07-16,2024-05-28,7,467.41,66.77
3524,premium,2023-02-18,2024-11-11,22,2901.92,131.91
3525,regular,2023-03-22,2024-11-12,9,362.46,40.27
3526,regular,2023-04-15,2024-10-22,7,617.35,88.19
3527,regular,2023-04-07,2024-09-20,10,460.51,46.05
3528,regular,2023-06-16,2024-10-27,7,471.71,67.39
3529,regular,2023-03-22,2024-10-21,7,482.26,68.89
3530,premium,2023-01-17,2024-09-15,20,3081.65,154.08
3531,premium,2023-02-22,2024-11-21,16,2992.39,187.02
3532,regular,2023-05-21,2024-11-13,10,409.18,40.92
3533,premium,2023-01-02,2024-11-26,20,2666.25,133.31
3534,premium,2023-01-24,2024-11-11,22,3398.6,154.48
3535,regular,2023-06-23,2024-10-08,10,376.77,37.68
3536,regular,2023-03-01,2024-05-09,6,404.89,67.48
3537,regular,2023-03-13,2024-09-13,8,375.8,46.97
3538,regular,2023-10-23,2023-10-26,2,100.67,50.34
3539,regular,2023-04-24,2024-11-04,5,238.31,47.66
3540,premium,2023-02-21,2024-09-29,20,2651.96,132.6
3541,premium,2023-02-26,2024-10-18,22,3974.22,180.65
3542,regular,2023-01-04,2024-08-03,6,112.07,18.68
3543,regular,2023-01-12,2024-10-18,8,515.17,64.4
3544,premium,2023-02-02,2024-10-26,23,3844.54,167.15
3545,premium,2023-01-02,2024-09-06,19,2915.5,153.45
3546,premium,2023-01-14,2024-10-12,17,2975.83,175.05
3547,regular,2023-01-12,2024-03-04,5,317.97,63.59
3548,regular,2023-03-20,2024-10-12,5,138.83,27.77
3549,regular,2023-03-22,2024-10-19,5,241.41,48.28
3550,regular,2023-01-28,2024-07-29,9,559.02,62.11
3551,regular,2023-07-15,2024-04-25,2,126.36,63.18
3552,regular,2023-01-06,2024-11-04,5,475.65,95.13
3553,regular,2023-08-06,2024-11-14,2,77.25,38.63
3554,premium,2023-01-02,2024-10-20,24,3347.74,139.49
3555,regular,2023-03-23,2024-10-19,5,257.92,51.58
3556,regular,2023-02-01,2024-04-16,4,90.09,22.52
3557,regular,2023-08-28,2024-06-27,4,255.74,63.93
3558,vip,2023-02-02,2024-11-19,37,13406.17,362.33
3559,premium,2023-01-10,2024-09-13,19,3041.06,160.06
3560,regular,2023-10-18,2024-11-04,3,141.06,47.02
3561,premium,2023-02-05,2024-11-23,18,3010.95,167.28
3562,regular,2023-02-10,2024-10-09,8,531.18,66.4
3563,regular,2023-02-09,2024-11-15,8,487.12,60.89
3564,regular,2023-04-28,2024-10-15,4,188.76,47.19
3565,regular,2023-06-24,2024-05-23,5,120.27,24.05
3566,regular,2023-01-03,2024-08-01,7,436.71,62.39
3567,regular,2023-05-21,2024-11-20,8,522.06,65.26
3568,regular,2023-01-28,2024-11-26,10,297.76,29.78
3569,regular,2023-01-17,2024-05-20,6,310.54,51.76
3570,regular,2023-05-30,2024-05-08,4,98.23,24.56
3571,premium,2023-02-01,2024-10-02,17,2863.22,168.42
3572,regular,2023-02-04,2024-09-14,7,289.47,41.35
3573,regular,2023-03-06,2024-03-10,5,286.35,57.27
3574,premium,2023-04-07,2024-11-23,20,2587.82,129.39
3575,regular,2023-03-21,2024-07-24,5,194.25,38.85
3576,regular,2023-01-04,2024-05-24,4,161.56,40.39
3577,regular,2024-02-05,2024-06-09,4,244.05,61.01
3578,vip,2023-02-12,2024-11-04,37,20009.85,540.81
3579,regular,2023-01-30,2024-05-03,6,358.95,59.82
3580,regular,2023-01-23,2024-11-15,6,69.57,11.59
3581,regular,2023-01-30,2023-08-07,4,223.39,55.85
3582,regular,2023-03-16,2024-04-03,7,350.48,50.07
3583,regular,2023-11-14,2024-10-04,6,354.23,59.04
3584,regular,2023-02-20,2024-06-19,5,152.48,30.5
3585,regular,2023-01-05,2024-09-20,8,295.53,36.94
3586,regular,2023-07-17,2023-12-31,5,192.39,38.48
3587,regular,2023-04-03,2024-07-24,5,246.39,49.28
3588,premium,2023-01-30,2024-11-26,22,4378.16,199.01
3589,regular,2023-12-22,2024-11-05,8,260.64,32.58
3590,regular,2023-03-17,2024-08-10,7,421.5,60.21
3591,regular,2023-05-17,2024-11-06,11,591.08,53.73
3592,regular,2023-07-02,2024-10-31,8,589.62,73.7
3593,regular,2023-05-24,2024-01-30,5,190.16,38.03
3594,premium,2023-03-26,2024-11-10,12,1704.01,142.0
3595,regular,2023-01-04,2024-11-24,10,417.5,41.75
3596,premium,2023-02-16,2024-11-08,18,3464.85,192.49
3597,regular,2023-04-27,2024-10-30,11,499.84,45.44
3598,regular,2023-02-10,2024-09-29,4,196.66,49.16
3599,regular,2023-01-09,2024-10-05,7,326.96,46.71
3600,regular,2023-10-04,2024-10-26,5,202.72,40.54
3601,vip,2023-01-10,2024-11-01,45,19504.54,433.43
3602,regular,2023-02-26,2024-07-02,4,292.47,73.12
3603,premium,2023-02-15,2024-09-01,16,1873.75,117.11
3604,regular,2023-12-02,2024-08-22,6,149.56,24.93
3605,vip,2023-01-09,2024-11-16,36,11162.82,310.08
3606,regular,2023-05-03,2024-10-29,6,188.28,31.38
3607,regular,2023-03-27,2024-03-20,4,216.79,54.2
3608,regular,2023-04-02,2024-06-24,9,371.61,41.29
3609,regular,2023-05-21,2024-10-04,5,212.83,42.57
3610,regular,2023-11-19,2024-10-08,3,200.24,66.75
3611,vip,2023-04-07,2024-10-27,37,20147.01,544.51
3612,regular,2023-04-11,2024-11-18,5,305.1,61.02
3613,regular,2023-01-20,2024-10-18,6,314.58,52.43
3614,premium,2023-02-24,2024-11-07,23,3874.09,168.44
3615,regular,2023-07-21,2024-06-27,2,200.18,100.09
3616,premium,2023-03-12,2024-11-14,11,1983.99,180.36
3617,premium,2023-01-12,2024-11-09,22,2282.13,103.73
3618,regular,2023-05-29,2024-09-28,5,162.85,32.57
3619,premium,2023-01-03,2024-10-13,11,1606.92,146.08
3620,premium,2023-03-25,2024-11-18,28,4841.99,172.93
3621,regular,2023-02-01,2024-08-01,6,243.28,40.55
3622,regular,2023-01-10,2024-09-18,4,194.29,48.57
3623,regular,2023-01-08,2024-10-02,5,214.87,42.97
3624,premium,2023-03-28,2024-10-28,20,2089.93,104.5
3625,premium,2023-01-25,2024-10-09,23,4413.89,191.91
3626,regular,2023-09-19,2024-06-27,2,132.85,66.43
3627,premium,2023-02-10,2024-11-05,22,4632.6,210.57
3628,regular,2023-02-06,2024-11-12,6,311.11,51.85
3629,premium,2023-01-04,2024-11-16,20,2954.26,147.71
3630,vip,2023-01-18,2024-11-05,35,25776.91,736.48
3631,regular,2023-02-28,2024-09-29,7,351.58,50.23
3632,regular,2023-01-04,2024-10-13,11,661.97,60.18
3633,regular,2023-04-08,2023-12-28,3,120.33,40.11
3634,regular,2023-02-10,2024-09-24,9,374.19,41.58
3635,regular,2023-04-29,2024-02-17,4,301.22,75.3
3636,regular,2023-02-15,2024-07-17,6,364.04,60.67
3637,regular,2023-03-31,2024-11-08,7,187.9,26.84
3638,regular,2023-04-11,2024-08-28,5,238.48,47.7
3639,regular,2023-04-21,2024-09-24,7,324.16,46.31
3640,premium,2023-02-11,2024-10-16,22,2122.0,96.45
3641,regular,2023-02-19,2024-07-19,4,250.96,62.74
3642,regular,2023-02-15,2024-10-27,7,563.36,80.48
3643,regular,2023-06-10,2024-11-06,8,595.01,74.38
3644,regular,2023-01-13,2024-10-25,9,757.23,84.14
3645,regular,2023-09-13,2024-10-30,8,308.81,38.6
3646,premium,2023-02-10,2024-11-06,23,3163.24,137.53
3647,regular,2023-03-25,2024-10-02,8,275.27,34.41
3648,premium,2023-01-21,2024-10-24,24,2773.2,115.55
3649,premium,2023-01-08,2024-11-23,22,3268.61,148.57
3650,premium,2023-01-17,2024-11-11,20,2704.75,135.24
3651,regular,2023-04-24,2024-08-09,4,347.23,86.81
3652,premium,2023-01-12,2024-10-15,30,5704.68,190.16
3653,regular,2023-05-30,2024-09-27,9,642.36,71.37
3654,regular,2023-01-14,2024-11-05,8,297.06,37.13
3655,vip,2023-01-25,2024-11-13,32,18472.36,577.26
3656,regular,2023-03-17,2024-07-17,7,199.14,28.45
3657,regular,2023-01-17,2023-08-03,3,166.34,55.45
3658,regular,2023-04-02,2024-02-21,4,268.35,67.09
3659,regular,2023-02-21,2024-03-17,8,483.46,60.43
3660,regular,2023-02-22,2024-09-10,6,257.25,42.87
3661,regular,2023-01-23,2024-09-11,5,235.02,47.0
3662,regular,2023-01-20,2024-01-13,4,299.36,74.84
3663,regular,2023-01-19,2024-11-03,10,509.01,50.9
3664,vip,2023-01-07,2024-11-16,37,19283.1,521.16
3665,regular,2023-06-15,2024-06-21,5,217.02,43.4
3666,regular,2023-05-06,2024-09-06,9,663.91,73.77
3667,regular,2023-02-24,2024-10-31,3,85.41,28.47
3668,regular,2023-02-11,2024-06-23,5,338.7,67.74
3669,regular,2023-02-14,2024-09-12,13,853.8,65.68
3670,regular,2023-01-02,2024-03-14,9,565.78,62.86
3671,regular,2023-01-29,2024-07-04,7,369.0,52.71
3672,regular,2023-02-22,2024-10-19,10,324.53,32.45
3673,premium,2023-02-13,2024-11-07,22,2694.89,122.5
3674,regular,2023-02-18,2024-09-07,7,240.24,34.32
3675,regular,2023-01-02,2024-10-03,7,379.78,54.25
3676,regular,2023-01-08,2024-11-10,8,410.13,51.27
3677,regular,2023-02-01,2024-11-16,6,187.61,31.27
3678,regular,2023-04-13,2024-11-02,4,177.48,44.37
3679,regular,2023-04-12,2024-08-19,6,347.82,57.97
3680,regular,2023-02-01,2024-08-23,4,227.81,56.95
3681,premium,2023-05-01,2024-11-10,17,1941.11,114.18
3682,regular,2023-09-01,2024-08-31,5,180.62,36.12
3683,premium,2023-03-03,2024-10-20,20,2698.48,134.92
3684,regular,2023-03-05,2024-07-04,6,310.04,51.67
3685,premium,2023-01-29,2024-11-21,22,2614.06,118.82
3686,regular,2023-02-22,2024-11-18,5,282.29,56.46
3687,premium,2023-01-09,2024-10-24,14,1685.95,120.43
3688,premium,2023-01-21,2024-11-03,21,2814.78,134.04
3689,regular,2023-03-19,2024-11-06,7,432.09,61.73
3690,regular,2023-01-10,2024-10-18,13,800.11,61.55
3691,premium,2023-01-02,2024-07-24,17,2362.79,138.99
3692,premium,2023-03-26,2024-10-24,21,1912.47,91.07
3693,premium,2023-03-28,2024-11-22,18,3331.24,185.07
3694,premium,2023-01-09,2024-10-30,24,2254.7,93.95
3695,premium,2023-01-31,2024-11-24,32,4411.74,137.87
3696,regular,2023-04-28,2024-08-27,5,167.26,33.45
3697,regular,2023-11-22,2024-11-10,5,249.6,49.92
3698,regular,2023-01-12,2023-11-20,4,164.48,41.12
3699,vip,2023-01-27,2024-11-19,43,20604.49,479.17
3700,regular,2023-06-30,2024-11-04,7,418.62,59.8
3701,regular,2023-02-18,2024-10-28,5,321.8,64.36
3702,regular,2023-01-27,2024-07-22,8,332.11,41.51
3703,regular,2023-12-13,2023-12-13,1,57.0,57.0
3704,regular,2023-06-15,2024-11-01,10,718.76,71.88
3705,vip,2023-01-14,2024-11-12,39,16915.47,433.73
3706,regular,2023-04-22,2024-06-07,4,208.6,52.15
3707,regular,2023-08-14,2024-09-21,5,157.76,31.55
3708,regular,2023-02-06,2024-09-16,6,170.67,28.45
3709,regular,2023-01-16,2024-11-08,6,374.02,62.34
3710,regular,2023-01-09,2024-10-11,6,167.91,27.99
3711,regular,2023-02-25,2024-08-28,7,443.61,63.37
3712,regular,2023-06-20,2024-03-27,5,374.3,74.86
3713,regular,2023-05-02,2023-10-14,4,155.53,38.88
3714,regular,2023-04-13,2024-08-01,4,277.64,69.41
3715,premium,2023-03-02,2024-11-13,16,1702.8,106.42
3716,regular,2023-06-26,2024-10-06,11,658.5,59.86
3717,premium,2023-03-14,2024-08-28,13,1481.92,113.99
3718,regular,2023-05-08,2024-11-09,3,237.25,79.08
3719,regular,2023-02-21,2024-10-25,9,379.26,42.14
3720,regular,2023-01-17,2024-11-26,6,372.05,62.01
3721,vip,2023-02-12,2024-11-11,43,23305.48,541.99
3722,regular,2023-04-14,2024-11-21,4,228.89,57.22
3723,regular,2023-01-18,2024-11-05,9,274.22,30.47
3724,regular,2023-04-16,2024-01-05,5,283.48,56.7
3725,premium,2023-01-23,2024-11-21,19,2313.67,121.77
3726,regular,2023-01-30,2023-10-24,8,384.57,48.07
3727,regular,2023-01-09,2024-08-04,5,306.67,61.33
3728,regular,2023-02-07,2024-03-12,7,400.7,57.24
3729,regular,2023-03-27,2024-08-17,8,663.1,82.89
3730,regular,2024-02-20,2024-08-10,3,171.87,57.29
3731,regular,2023-03-14,2024-08-06,5,355.03,71.01
3732,premium,2023-04-20,2024-10-20,20,3525.74,176.29
3733,regular,2023-01-22,2024-09-21,3,148.28,49.43
3734,regular,2023-03-23,2024-06-13,3,204.75,68.25
3735,vip,2023-02-02,2024-11-06,39,18870.45,483.86
3736,regular,2023-02-04,2024-11-22,6,332.84,55.47
3737,premium,2023-01-03,2024-10-22,23,3299.72,143.47
3738,regular,2023-10-15,2024-08-13,5,252.04,50.41
3739,regular,2023-03-11,2024-09-06,10,488.04,48.8
3740,premium,2023-03-24,2024-11-13,22,3955.88,179.81
3741,premium,2023-02-23,2024-11-12,23,2968.0,129.04
3742,regular,2023-02-05,2024-05-21,7,614.23,87.75
3743,regular,2023-03-01,2024-11-12,7,290.46,41.49
3744,regular,2023-03-21,2023-09-30,5,294.41,58.88
3745,premium,2023-02-12,2024-10-30,25,3557.81,142.31
3746,regular,2023-04-18,2024-03-13,7,289.92,41.42
3747,regular,2023-04-09,2024-11-10,4,239.42,59.86
3748,premium,2023-01-16,2024-10-11,18,2532.49,140.69
3749,premium,2023-01-04,2024-10-31,21,3068.41,146.11
3750,regular,2023-05-29,2024-10-04,3,275.39,91.8
3751,regular,2023-10-09,2024-07-25,4,172.48,43.12
3752,premium,2023-02-26,2024-10-01,8,1360.58,170.07
3753,regular,2023-03-23,2024-03-13,5,179.68,35.94
3754,premium,2023-01-24,2024-10-16,20,3045.21,152.26
3755,regular,2023-01-05,2024-11-16,6,141.0,23.5
3756,regular,2023-01-04,2024-04-16,4,259.14,64.79
3757,regular,2023-01-04,2024-11-07,8,420.16,52.52
3758,regular,2023-01-21,2024-08-27,7,509.37,72.77
3759,regular,2023-04-12,2024-05-09,4,123.68,30.92
3760,regular,2023-01-29,2024-10-31,7,356.03,50.86
3761,premium,2023-03-29,2024-11-26,16,2361.79,147.61
3762,regular,2023-04-17,2024-11-19,4,216.96,54.24
3763,regular,2023-05-08,2024-05-12,5,236.23,47.25
3764,regular,2023-09-22,2024-07-28,5,180.62,36.12
3765,regular,2023-07-11,2024-11-10,5,474.13,94.83
3766,premium,2023-01-02,2024-09-22,17,3634.95,213.82
3767,regular,2023-11-22,2024-06-18,2,93.3,46.65
3768,regular,2023-05-11,2024-10-21,7,406.63,58.09
3769,regular,2023-09-20,2024-10-11,6,314.4,52.4
3770,premium,2023-02-01,2024-10-12,26,4205.36,161.74
3771,regular,2023-01-08,2024-03-31,4,122.88,30.72
3772,regular,2023-06-22,2024-09-05,9,504.21,56.02
3773,premium,2023-02-02,2024-11-04,20,3408.14,170.41
3774,regular,2023-03-06,2024-07-09,9,232.52,25.84
3775,vip,2023-01-02,2024-10-25,47,16208.02,344.85
3776,regular,2023-07-13,2024-10-19,3,83.56,27.85
3777,regular,2023-01-19,2024-10-10,6,316.94,52.82
3778,regular,2024-03-24,2024-08-25,3,102.36,34.12
3779,regular,2023-05-30,2024-06-19,7,339.19,48.46
3780,regular,2023-01-08,2024-11-18,12,449.93,37.49
3781,regular,2023-08-04,2024-11-14,4,105.81,26.45
3782,regular,2023-02-12,2024-09-23,4,184.61,46.15
3783,regular,2023-01-05,2024-09-10,6,105.91,17.65
3784,regular,2023-04-05,2024-08-31,7,386.28,55.18
3785,regular,2023-08-10,2024-08-16,7,138.88,19.84
3786,regular,2023-02-22,2024-09-15,8,349.73,43.72
3787,regular,2023-05-10,2023-10-25,5,350.46,70.09
3788,premium,2023-01-12,2024-11-24,24,5069.1,211.21
3789,regular,2023-05-12,2023-06-02,3,169.2,56.4
3790,regular,2023-01-13,2024-08-29,11,792.7,72.06
3791,regular,2023-03-30,2024-10-21,6,206.67,34.45
3792,regular,2023-06-24,2024-11-04,6,271.33,45.22
3793,regular,2023-08-11,2024-10-31,7,262.34,37.48
3794,regular,2023-01-11,2023-10-16,4,260.85,65.21
3795,regular,2023-08-03,2024-11-26,6,294.25,49.04
3796,premium,2023-01-11,2024-11-18,18,1950.79,108.38
3797,regular,2023-07-14,2024-11-15,8,516.33,64.54
3798,premium,2023-01-08,2024-10-17,21,3066.63,146.03
3799,regular,2023-06-09,2024-10-25,6,362.47,60.41
3800,regular,2023-07-21,2024-02-20,3,137.46,45.82
3801,regular,2023-07-23,2024-09-14,6,459.61,76.6
3802,regular,2023-09-22,2024-11-01,9,212.29,23.59
3803,regular,2023-01-06,2024-03-28,13,764.99,58.85
3804,regular,2023-01-09,2024-11-10,7,448.97,64.14
3805,regular,2023-05-09,2024-07-15,7,274.01,39.14
3806,regular,2023-01-07,2024-08-28,11,610.01,55.46
3807,premium,2023-04-05,2024-10-26,18,2535.4,140.86
3808,premium,2023-02-15,2024-11-13,24,3816.17,159.01
3809,regular,2023-03-15,2024-10-15,8,449.75,56.22
3810,regular,2023-02-28,2024-11-22,6,168.42,28.07
3811,premium,2023-03-16,2024-10-31,15,3075.64,205.04
3812,regular,2023-02-19,2024-11-16,7,375.89,53.7
3813,premium,2023-01-09,2024-10-11,21,1220.86,58.14
3814,premium,2023-01-16,2024-10-10,23,4928.96,214.3
3815,regular,2023-01-06,2024-11-19,8,389.42,48.68
3816,premium,2023-01-23,2024-11-22,16,1636.79,102.3
3817,regular,2023-01-13,2024-07-06,6,272.69,45.45
3818,regular,2023-03-12,2024-07-17,6,480.98,80.16
3819,regular,2023-11-18,2024-11-05,7,334.23,47.75
3820,regular,2023-02-14,2024-10-07,8,301.48,37.69
3821,regular,2023-05-15,2024-10-21,7,210.68,30.1
3822,regular,2023-02-20,2024-01-10,6,366.58,61.1
3823,premium,2023-03-07,2024-11-24,17,3308.43,194.61
3824,regular,2023-04-02,2024-11-09,7,288.93,41.28
3825,premium,2023-03-20,2024-11-12,15,2550.01,170.0
3826,vip,2023-01-24,2024-11-24,37,23465.51,634.2
3827,premium,2023-03-04,2024-09-09,20,2611.7,130.59
3828,premium,2023-02-09,2024-10-13,26,3837.24,147.59
3829,regular,2023-02-15,2024-11-10,10,528.97,52.9
3830,regular,2023-08-13,2024-04-23,4,113.48,28.37
3831,regular,2023-05-16,2024-10-04,8,232.39,29.05
3832,regular,2023-03-04,2024-11-25,5,367.65,73.53
3833,regular,2023-08-03,2024-10-29,8,461.94,57.74
3834,premium,2023-01-10,2024-08-11,19,2381.99,125.37
3835,regular,2024-04-09,2024-08-21,4,132.48,33.12
3836,regular,2023-01-07,2024-10-24,8,550.98,68.87
3837,premium,2023-01-09,2024-11-04,14,2243.37,160.24
3838,regular,2023-09-28,2023-09-28,1,50.2,50.2
3839,premium,2023-01-25,2024-10-13,17,2859.69,168.22
3840,regular,2023-02-18,2023-09-13,3,120.9,40.3
3841,premium,2023-01-08,2024-11-18,25,4287.17,171.49
3842,regular,2023-01-11,2024-10-28,8,305.42,38.18
3843,premium,2023-02-13,2024-09-17,21,3730.8,177.66
3844,regular,2023-06-06,2024-07-18,3,98.63,32.88
3845,premium,2023-01-07,2024-11-25,19,2787.56,146.71
3846,regular,2023-07-31,2024-07-20,3,124.54,41.51
3847,regular,2023-01-12,2024-02-13,9,530.66,58.96
3848,premium,2023-01-19,2024-11-06,17,2911.05,171.24
3849,regular,2023-06-18,2024-08-31,5,223.68,44.74
3850,premium,2023-02-08,2024-11-16,22,3665.56,166.62
3851,regular,2023-01-17,2024-02-11,7,598.34,85.48
3852,premium,2023-01-31,2024-11-25,22,3234.25,147.01
3853,regular,2023-02-10,2024-09-22,6,271.9,45.32
3854,premium,2023-01-30,2024-11-22,24,4149.66,172.9
3855,regular,2023-02-03,2024-05-17,10,688.65,68.86
3856,regular,2023-02-23,2024-10-31,6,240.87,40.15
3857,regular,2023-02-02,2024-03-27,6,319.63,53.27
3858,premium,2023-02-07,2024-10-15,25,3728.6,149.14
3859,regular,2023-03-11,2024-10-30,5,325.69,65.14
3860,premium,2023-01-17,2024-10-19,18,2126.66,118.15
3861,regular,2023-01-02,2024-04-17,7,673.76,96.25
3862,regular,2023-11-19,2024-11-16,7,346.01,49.43
3863,regular,2023-09-09,2024-08-26,4,234.58,58.65
3864,regular,2023-01-27,2024-10-16,9,301.37,33.49
3865,premium,2023-01-28,2024-08-31,15,2698.87,179.92
3866,regular,2023-02-11,2024-05-02,11,578.99,52.64
3867,regular,2023-02-06,2024-09-23,9,343.81,38.2
3868,vip,2023-02-15,2024-11-21,44,21631.02,491.61
3869,regular,2023-01-18,2024-06-27,7,264.98,37.85
3870,regular,2023-12-21,2024-10-29,7,467.56,66.79
3871,regular,2023-02-24,2024-10-20,6,404.93,67.49
3872,regular,2023-01-20,2024-08-28,7,328.63,46.95
3873,regular,2023-05-02,2024-10-20,5,387.33,77.47
3874,premium,2023-02-10,2024-11-15,20,2129.61,106.48
3875,regular,2023-08-28,2024-10-05,7,309.15,44.16
3876,premium,2023-01-10,2024-11-11,26,4535.71,174.45
3877,regular,2023-01-24,2024-11-12,9,264.26,29.36
3878,regular,2023-03-15,2024-09-11,6,362.65,60.44
3879,regular,2023-01-12,2024-08-14,9,635.35,70.59
3880,regular,2023-02-15,2024-10-30,6,245.33,40.89
3881,premium,2023-03-15,2024-10-17,22,2743.3,124.7
3882,premium,2023-01-18,2024-09-17,17,1685.11,99.12
3883,regular,2023-03-03,2024-07-07,10,414.86,41.49
3884,regular,2024-03-05,2024-08-17,5,196.18,39.24
3885,regular,2023-11-02,2023-11-02,1,90.77,90.77
3886,regular,2023-05-02,2024-03-01,5,173.08,34.62
